username,date,rating,review,label
halllawrence,2024-03-25,2,Got fake product without box.,fake
amychavez,2024-07-30,1,"Fake listing, avoid this brand.",fake
kwilliams,2024-11-02,2,Poor packaging and duplicate item.,fake
jasminejefferson,2025-05-04,2,"Seller is fraud, product is fake.",fake
wendyturner,2025-04-04,2,Received fake version of branded item.,fake
joe70,2024-09-24,2,Fake accessories and fake reviews.,fake
carmen29,2025-05-02,1,Looks like cheap copy of original.,fake
cardenasdebra,2024-11-17,1,Completely non-functional fake item.,fake
slewis,2025-05-28,1,"Scammy marketing, fake product.",fake
milleraustin,2024-07-16,2,Got duplicate instead of original.,fake
holmesjennifer,2025-07-06,1,"Fake product, no barcode or tag.",fake
linda49,2023-12-27,1,Product didn’t even arrive!,fake
hallchristopher,2025-07-08,2,"Counterfeit model, don’t buy.",fake
julia35,2024-03-04,1,"Fake service, no refund issued.",fake
browncharles,2025-05-06,2,"Scam seller, wrong product sent.",fake
arnoldcharlene,2023-12-03,2,"Fake website, fake product!",fake
tcarter,2024-03-06,2,"Received broken item, fake build.",fake
stevenbennett,2024-07-27,1,Low-quality duplicate item.,fake
rhodestanner,2025-03-08,2,Seller is cheating people.,fake
cwaters,2023-11-27,2,Product doesn’t match images.,fake
davenportsamantha,2025-07-08,1,Totally fake and useless.,fake
michelleadams,2024-11-13,1,"Fraud seller, fake listings.",fake
reiddeborah,2023-11-11,2,"Fake claims, not real product.",fake
thomas73,2024-04-21,1,"Do not purchase, total scam.",fake
makayla78,2025-08-27,2,"Counterfeit quality, very poor.",fake
clayton22,2025-10-29,1,"Scam seller, fake guarantee.",fake
eyoung,2024-07-31,2,"Fake imitation, not original.",fake
weberjon,2025-06-26,2,Completely fake item sent.,fake
codymorton,2024-05-12,1,"Fraudulent store, fake products.",fake
rachel36,2024-08-05,2,Fake label and cheap material.,fake
ernest67,2024-03-24,1,Looks like used fake item.,fake
garymarsh,2025-11-07,1,Received fake charger.,fake
roy41,2024-11-05,1,Poor imitation product.,fake
mburns,2025-05-06,1,Scam — totally fake!,fake
patriciapotter,2025-07-27,1,"Fake, not recommended at all.",fake
